Source,Target,counts,total_transaction_amount,Risk Index,Weight
EXTERNAL467617,CUST18080503,1,770.5,0.6,462.3
EXTERNAL467660,CUST83823297,1,161,0.3,48.3
EXTERNAL467782,CUST32419908,1,32250,0.6,19350
EXTERNAL469611,CUST19913725,1,33826.5,0.3,10147.95
EXTERNAL469611,CUST69312727,1,8616,0.3,2584.8
EXTERNAL470327,CUST30749905,1,230,0.3,69
EXTERNAL471804,CUST51794708,1,512,0.3,153.6
EXTERNAL472607,CUST21436537,1,25.5,0.3,7.65
EXTERNAL472634,CUST47469087,1,880.5,0.3,264.15
EXTERNAL472634,CUST57873751,1,10417.5,0.3,3125.25
EXTERNAL472634,CUST63920832,1,2684,0.3,805.2
EXTERNAL473264,CUST11652307,1,1946,0.6,1167.6
EXTERNAL474010,CUST20406227,1,2120,0.6,1272
EXTERNAL474029,CUST67775829,1,210,0.3,63
EXTERNAL474492,CUST31203996,1,422,0.3,126.6
EXTERNAL474848,CUST53103922,1,287.5,0.3,86.25
EXTERNAL476337,CUST54570501,1,8756,0.3,2626.8
EXTERNAL476716,CUST80038227,1,28,0.3,8.4
EXTERNAL476883,CUST56743898,1,606.5,0.3,181.95
EXTERNAL477098,CUST92232880,1,1514.5,0.6,908.7
EXTERNAL478039,CUST24255560,1,1232.5,0.3,369.75
EXTERNAL478350,CUST47761322,1,1310.5,0.3,393.15
EXTERNAL478768,CUST74327086,1,600,0.3,180
EXTERNAL482647,CUST28434211,1,11,0.6,6.6
EXTERNAL483285,CUST93157710,1,317,0.6,190.2
EXTERNAL483988,CUST28984415,1,1054,0.3,316.2
EXTERNAL484801,CUST32838242,1,328.5,0.6,197.1
EXTERNAL486252,CUST99559288,1,4600,0.3,1380
EXTERNAL486395,CUST33707167,1,80,0.3,24
EXTERNAL486400,CUST22575999,1,2470,0.3,741
EXTERNAL487915,CUST95472175,1,72,0.6,43.2
EXTERNAL487979,CUST25100749,1,171,0.3,51.3
EXTERNAL488198,CUST18903712,1,11.5,0.3,3.45
EXTERNAL488204,CUST65873844,1,560,0.6,336
EXTERNAL488204,CUST71088646,1,133.5,0.6,80.1
EXTERNAL488204,CUST73427099,1,221,0.6,132.6
EXTERNAL488204,CUST84955420,1,390,0.6,234
EXTERNAL488265,CUST28453984,1,2766,0.3,829.8
EXTERNAL489212,CUST40959946,1,7305,0.6,4383
EXTERNAL489212,CUST64366640,1,450,0.6,270
EXTERNAL489212,CUST95808265,1,6800,0.6,4080
EXTERNAL489900,CUST89582940,1,409,0.6,245.4
EXTERNAL490568,CUST14421422,1,2020,0.3,606
EXTERNAL491606,CUST28125890,1,465,0.3,139.5
EXTERNAL492597,CUST17492750,1,270,0.3,81
EXTERNAL492597,CUST19791581,1,258.5,0.3,77.55
EXTERNAL492597,CUST28899102,1,366,0.3,109.8
EXTERNAL493032,CUST13690232,1,62.5,0.6,37.5
EXTERNAL493492,CUST24433165,1,211,0.6,126.6
EXTERNAL493741,CUST75213349,1,120,0.3,36
EXTERNAL493999,CUST60941829,1,70,0.6,42
EXTERNAL493999,CUST96441588,1,9397.5,0.6,5638.5
EXTERNAL494735,CUST12344389,1,1068.5,0.3,320.55
EXTERNAL495418,CUST55005800,1,1447.5,0.3,434.25
EXTERNAL495788,CUST87731042,1,10347.5,0.3,3104.25
EXTERNAL495851,CUST96672931,1,18240,0.3,5472
EXTERNAL496159,CUST10096089,1,1001,0.3,300.3
EXTERNAL496159,CUST47110564,1,853,0.3,255.9
EXTERNAL496234,CUST38922213,1,82,0.3,24.6
EXTERNAL496319,CUST42999591,1,68,0.3,20.4
EXTERNAL498364,CUST63606829,1,2427.5,0.6,1456.5
EXTERNAL498480,CUST87731042,1,3750,0.3,1125
EXTERNAL498881,CUST38711842,1,558,0.3,167.4
EXTERNAL499248,CUST64222586,1,311,0.3,93.3
EXTERNAL499436,CUST83877426,1,6491,0.6,3894.6
EXTERNAL499986,CUST11652307,1,3531,0.6,2118.6
EXTERNAL500087,CUST34502455,1,179,0.3,53.7
EXTERNAL500937,CUST55614695,1,1162,0.3,348.6
EXTERNAL500937,CUST73457399,1,1348,0.3,404.4
EXTERNAL500937,CUST80923417,1,1610,0.3,483
EXTERNAL501077,CUST85893508,1,0,0.3,0
EXTERNAL501155,CUST35936236,1,1754.5,0.3,526.35
EXTERNAL501155,CUST70005385,1,1427,0.3,428.1
EXTERNAL501812,CUST31652369,1,30,0.3,9
EXTERNAL501868,CUST72193210,1,19.5,0.3,5.85
EXTERNAL502542,CUST28564744,1,33,0.3,9.9
EXTERNAL502552,CUST38922213,1,506,0.3,151.8
EXTERNAL503255,CUST45715683,1,702,0.3,210.6
EXTERNAL503307,CUST78554577,1,274,0.3,82.2
EXTERNAL504847,CUST35475939,1,100,0.3,30
EXTERNAL505240,CUST23501713,1,179,0.3,53.7
EXTERNAL505492,CUST12344389,1,15943,0.3,4782.9
EXTERNAL505492,CUST19789963,1,5889,0.3,1766.7
EXTERNAL505492,CUST21419454,1,10114,0.3,3034.2
EXTERNAL506125,CUST19459381,1,33724.5,0.6,20234.7
EXTERNAL507324,CUST10409922,1,43302,0.3,12990.6
EXTERNAL508983,CUST60309652,1,53.5,0.3,16.05
EXTERNAL509044,CUST32419908,1,893,0.6,535.8
EXTERNAL509905,CUST69081517,1,694,0.3,208.2
EXTERNAL511402,CUST29607910,1,75,0.3,22.5
EXTERNAL511888,CUST19913725,1,57,0.3,17.1
EXTERNAL512775,CUST19764961,1,210,0.3,63
EXTERNAL513224,CUST33707167,1,3106,0.3,931.8
EXTERNAL513386,CUST99281574,1,1263,0.3,378.9
EXTERNAL513953,CUST20442883,1,9474,0.3,2842.2
EXTERNAL513953,CUST55975993,1,40400,0.3,12120
EXTERNAL513953,CUST90346975,1,49374,0.3,14812.2
EXTERNAL514298,CUST44777016,1,2536,0.3,760.8
EXTERNAL514895,CUST34692597,1,23700,0.3,7110
EXTERNAL514895,CUST72273959,1,24412,0.3,7323.6
EXTERNAL514895,CUST87153203,1,2742,0.3,822.6
EXTERNAL516573,CUST29023114,1,38.5,0.6,23.1
EXTERNAL517024,CUST89733037,1,3520,0.3,1056
EXTERNAL517620,CUST59407582,1,68,0.3,20.4
EXTERNAL517940,CUST47060448,1,4109,0.3,1232.7
EXTERNAL517940,CUST71301224,1,2437,0.3,731.1
EXTERNAL517940,CUST77856215,1,5884,0.3,1765.2
EXTERNAL517940,CUST95691914,1,108,0.3,32.4
EXTERNAL517953,CUST86422958,1,2302,0.6,1381.2
EXTERNAL519910,CUST57312630,1,30,0.3,9
EXTERNAL519973,CUST82921884,1,80,0.3,24
EXTERNAL520252,CUST18080503,1,65,0.6,39
EXTERNAL520300,CUST41203625,1,1055,0.6,633
EXTERNAL520300,CUST60458062,1,416,0.6,249.6
EXTERNAL520300,CUST64158208,1,1038,0.6,622.8
EXTERNAL521939,CUST68297791,1,460,0.3,138
EXTERNAL522368,CUST90227869,1,851.5,0.3,255.45
EXTERNAL522985,CUST29607910,1,2664,0.3,799.2
EXTERNAL522985,CUST75429953,1,350,0.3,105
EXTERNAL523718,CUST85769551,1,92,0.6,55.2
EXTERNAL523873,CUST88355131,1,10,0.3,3
EXTERNAL525037,CUST55050625,1,5079,0.3,1523.7
EXTERNAL525279,CUST57312630,1,22.5,0.3,6.75
EXTERNAL525598,CUST67775829,1,3863.5,0.3,1159.05
EXTERNAL526211,CUST40703038,1,3106.5,0.6,1863.9
EXTERNAL527460,CUST19045186,1,690,0.3,207
EXTERNAL527902,CUST38711842,1,346,0.3,103.8
EXTERNAL527902,CUST58976513,1,19420,0.3,5826
EXTERNAL527902,CUST65184744,1,3964,0.3,1189.2
EXTERNAL527902,CUST79816537,1,1450,0.3,435
EXTERNAL527948,CUST38998449,1,25112,0.3,7533.6
EXTERNAL527948,CUST85769551,1,8042,0.6,4825.2
EXTERNAL528473,CUST64222586,1,20,0.3,6
EXTERNAL528569,CUST19045186,1,949.5,0.3,284.85
EXTERNAL529005,CUST12586309,1,454,0.3,136.2
EXTERNAL529100,CUST49698802,1,1.5,0.6,0.9
EXTERNAL529138,CUST38094022,1,210,0.6,126
EXTERNAL529972,CUST19764961,1,14,0.3,4.2
EXTERNAL530538,CUST78803542,1,926,0.3,277.8
EXTERNAL530950,CUST35358831,1,999,0.3,299.7
EXTERNAL531564,CUST68105048,1,3,0.3,0.9
EXTERNAL531667,CUST24105118,1,160,0.3,48
EXTERNAL531873,CUST24889770,1,1340,0.3,402
EXTERNAL531873,CUST39070172,1,24383.5,0.3,7315.05
EXTERNAL531873,CUST45674350,3,6634,1,6634
EXTERNAL531873,CUST98262263,1,33009.5,0.3,9902.85
EXTERNAL531933,CUST18851796,1,3776,0.6,2265.6
EXTERNAL531933,CUST38094022,1,4685,0.6,2811
EXTERNAL531933,CUST49389828,1,3614,0.6,2168.4
EXTERNAL531933,CUST63295449,1,48,0.6,28.8
EXTERNAL531933,CUST64366640,1,383,0.6,229.8
EXTERNAL531933,CUST68616911,1,379,0.6,227.4
EXTERNAL531933,CUST86151377,1,426,0.6,255.6
EXTERNAL531933,CUST91670896,1,145,0.6,87
EXTERNAL531933,CUST92468556,1,955,0.6,573
EXTERNAL532451,CUST10409922,1,1048.5,0.3,314.55
EXTERNAL532451,CUST50071501,1,1024,0.3,307.2
EXTERNAL532451,CUST67674464,1,1400,0.3,420
EXTERNAL532451,CUST85769551,1,1050,0.6,630
EXTERNAL532648,CUST23501713,1,696,0.3,208.8
EXTERNAL532865,CUST94696465,1,300,0.6,180
EXTERNAL532939,CUST78445149,1,79,0.3,23.7
EXTERNAL533300,CUST13022889,1,7460,0.3,2238
EXTERNAL533580,CUST75233380,1,382,0.6,229.2
EXTERNAL534203,CUST72193210,1,8750,0.3,2625
EXTERNAL534903,CUST39648535,1,375,0.3,112.5
EXTERNAL535502,CUST35850267,1,71.5,0.3,21.45
EXTERNAL535585,CUST33059790,1,1160,1,1160
EXTERNAL535747,CUST44605894,1,3374,0.3,1012.2
EXTERNAL535747,CUST51794708,1,3393.5,0.3,1018.05
EXTERNAL536004,CUST92232880,1,119.5,0.6,71.7
EXTERNAL536647,CUST93669479,1,2294,0.3,688.2
EXTERNAL536879,CUST55005800,1,82,0.3,24.6
EXTERNAL538288,CUST11563228,1,514,0.6,308.4
EXTERNAL538910,CUST74327086,1,35,0.3,10.5
EXTERNAL539416,CUST87004445,1,582,0.3,174.6
EXTERNAL540226,CUST62850658,1,553.5,0.3,166.05
EXTERNAL540435,CUST20406227,1,66,0.6,39.6
EXTERNAL540668,CUST80371371,1,5814.5,0.3,1744.35
EXTERNAL540921,CUST57288936,1,104.5,0.6,62.7
EXTERNAL541074,CUST85302937,1,140,0.3,42
EXTERNAL541495,CUST80775167,1,82.5,0.3,24.75
EXTERNAL542211,CUST32838242,1,1141.5,0.6,684.9
EXTERNAL542211,CUST38098328,1,1127,0.6,676.2
EXTERNAL543080,CUST12121537,1,10140,0.3,3042
EXTERNAL543817,CUST69797278,1,300,0.3,90
EXTERNAL544011,CUST49389828,1,264,0.6,158.4
EXTERNAL544577,CUST92988912,1,5.5,0.3,1.65
EXTERNAL544846,CUST25216525,1,119,0.3,35.7
EXTERNAL544846,CUST47469087,1,200,0.3,60
EXTERNAL544876,CUST57853649,1,1890.5,0.3,567.15
EXTERNAL544940,CUST20442883,1,86.5,0.3,25.95
EXTERNAL546130,CUST32307997,1,8123.5,0.6,4874.1
EXTERNAL546130,CUST39791936,1,688.5,0.6,413.1
EXTERNAL546130,CUST48032388,1,36318.5,0.6,21791.1
EXTERNAL546773,CUST84955420,1,179,0.6,107.4
EXTERNAL546945,CUST32419908,1,136,0.6,81.6
EXTERNAL547317,CUST68297791,1,10,0.3,3
EXTERNAL547694,CUST55614695,1,1,0.3,0.3
EXTERNAL547979,CUST18692506,1,1590,0.6,954
EXTERNAL547979,CUST84955420,1,488,0.6,292.8
EXTERNAL548114,CUST25290610,1,68,0.6,40.8
EXTERNAL548231,CUST32007618,1,107,0.3,32.1
EXTERNAL548593,CUST17871991,1,88,0.3,26.4
EXTERNAL549137,CUST88436666,1,12860,0.3,3858
EXTERNAL549508,CUST24255560,1,2038,0.3,611.4
EXTERNAL549508,CUST98262263,1,2129,0.3,638.7
EXTERNAL549655,CUST11240383,1,251,0.3,75.3
EXTERNAL550452,CUST50338284,1,2161.5,0.3,648.45
EXTERNAL550727,CUST80405866,1,616.5,0.6,369.9
EXTERNAL551181,CUST85302937,1,945,0.3,283.5
EXTERNAL551443,CUST73707963,1,528.5,0.6,317.1
EXTERNAL551694,CUST69081517,1,976,0.3,292.8
EXTERNAL552349,CUST54606598,1,65,0.6,39
EXTERNAL553006,CUST85769551,1,30,0.6,18
EXTERNAL553768,CUST48233698,1,196.5,0.3,58.95
EXTERNAL554333,CUST75162978,1,625,0.3,187.5
EXTERNAL554333,CUST76027950,1,5007,0.3,1502.1
EXTERNAL554698,CUST26141961,1,922,0.3,276.6
EXTERNAL555055,CUST24255560,1,5422,0.3,1626.6
EXTERNAL555055,CUST24889770,1,1070,0.3,321
EXTERNAL555055,CUST58130513,1,1790,0.3,537
EXTERNAL555055,CUST85302937,1,7064,0.3,2119.2
EXTERNAL555218,CUST81654004,1,380,0.3,114
EXTERNAL555394,CUST94687811,1,207,0.3,62.1
EXTERNAL555415,CUST94918950,1,116,0.6,69.6
EXTERNAL555696,CUST37136321,1,900,0.3,270
EXTERNAL556899,CUST47469087,1,24,0.3,7.2
EXTERNAL557844,CUST39791936,1,858,0.6,514.8
EXTERNAL558186,CUST12344389,1,320,0.3,96
EXTERNAL559103,CUST19791581,1,324,0.3,97.2
EXTERNAL559103,CUST78382574,1,241,0.6,144.6
EXTERNAL559736,CUST19764961,1,21298,0.3,6389.4
EXTERNAL560888,CUST67094114,1,607.5,0.3,182.25
EXTERNAL561422,CUST79138251,1,1078.5,0.3,323.55
EXTERNAL562307,CUST72239801,1,178.5,0.3,53.55
EXTERNAL563609,CUST12910352,1,1480,0.3,444
EXTERNAL564615,CUST55005800,1,20,0.3,6
EXTERNAL565186,CUST21436537,1,2054,0.3,616.2
EXTERNAL565383,CUST23501713,1,785,0.3,235.5
EXTERNAL565612,CUST29679797,1,206,0.6,123.6
EXTERNAL566003,CUST79138251,1,3944.5,0.3,1183.35
EXTERNAL566088,CUST89141759,1,400,0.6,240
EXTERNAL567395,CUST55005800,1,186.5,0.3,55.95
EXTERNAL567589,CUST63505111,1,81.5,0.3,24.45
EXTERNAL568477,CUST88642961,1,3280,0.6,1968
EXTERNAL570151,CUST31203996,1,822.5,0.3,246.75
EXTERNAL570228,CUST87153203,1,41.5,0.3,12.45
EXTERNAL570460,CUST58527787,1,252,0.6,151.2
EXTERNAL571358,CUST25290610,1,1330,0.6,798
EXTERNAL571370,CUST95207491,1,9,0.6,5.4
EXTERNAL572559,CUST40703038,1,115.5,0.6,69.3
EXTERNAL572925,CUST25290610,1,1024,0.6,614.4
EXTERNAL573040,CUST38730398,1,24,0.6,14.4
EXTERNAL574086,CUST77188529,1,1185.5,0.3,355.65
EXTERNAL574193,CUST87731042,1,5214,0.3,1564.2
EXTERNAL574517,CUST94696465,1,235.5,0.6,141.3
EXTERNAL575012,CUST22757641,1,1407,0.6,844.2
EXTERNAL575012,CUST57288936,1,1025,0.6,615
EXTERNAL575430,CUST90480699,1,338,0.3,101.4
EXTERNAL576756,CUST21601664,1,4120,0.3,1236
EXTERNAL576756,CUST33532052,1,2300,0.3,690
EXTERNAL576756,CUST64498753,1,4400,0.3,1320
EXTERNAL576756,CUST72874613,1,2718,0.3,815.4
EXTERNAL576756,CUST83970800,1,130,0.3,39
EXTERNAL576971,CUST88355131,1,167,0.3,50.1
EXTERNAL577117,CUST69837875,1,1286.5,0.3,385.95
EXTERNAL577290,CUST90480699,1,2382,0.3,714.6
EXTERNAL577310,CUST55972340,1,1076,0.6,645.6
EXTERNAL577314,CUST38966266,1,14375,0.3,4312.5
EXTERNAL577792,CUST83024577,1,764.5,0.6,458.7
EXTERNAL578647,CUST73457399,1,200,0.3,60
EXTERNAL578726,CUST79138251,1,5370,0.3,1611
EXTERNAL579023,CUST15182071,1,1550,0.3,465
EXTERNAL579023,CUST56743935,1,17070,0.3,5121
EXTERNAL579023,CUST90480699,1,1835,0.3,550.5
EXTERNAL579023,CUST90585792,1,2046,0.3,613.8
EXTERNAL579089,CUST99931838,1,586.5,0.3,175.95
EXTERNAL579575,CUST89141759,1,670,0.6,402
EXTERNAL580394,CUST73800248,1,40,0.3,12
EXTERNAL580553,CUST86151377,1,599.5,0.6,359.7
EXTERNAL581597,CUST90921813,1,13.5,0.3,4.05
EXTERNAL582501,CUST83124299,1,180,0.3,54
EXTERNAL582731,CUST99281574,1,3,0.3,0.9
EXTERNAL583145,CUST89273283,1,115,0.3,34.5
EXTERNAL583283,CUST26141961,1,260.5,0.3,78.15
EXTERNAL583622,CUST97404838,1,17312.5,0.6,10387.5
EXTERNAL583689,CUST22695181,1,997,0.3,299.1
EXTERNAL583689,CUST49390902,1,1114,0.3,334.2
EXTERNAL584918,CUST76469825,1,1815.5,0.6,1089.3
EXTERNAL585352,CUST51555596,1,96,0.3,28.8
EXTERNAL586199,CUST94696465,1,100,0.6,60
EXTERNAL587062,CUST47437733,1,500,0.3,150
EXTERNAL587869,CUST81648666,1,10508,0.6,6304.8
EXTERNAL587869,CUST84955420,1,524,0.6,314.4
EXTERNAL588946,CUST85769551,1,43970,0.6,26382
EXTERNAL588950,CUST35358831,1,1381.5,0.3,414.45
EXTERNAL588963,CUST20442883,1,103,0.3,30.9
EXTERNAL590199,CUST83877426,1,932.5,0.6,559.5
EXTERNAL590199,CUST90227869,1,1130,0.3,339
EXTERNAL590272,CUST18826840,1,3105,0.3,931.5
EXTERNAL590333,CUST41966919,1,1117,0.3,335.1
EXTERNAL590382,CUST55005800,1,112,0.3,33.6
EXTERNAL591529,CUST29510428,1,1255,0.3,376.5
EXTERNAL591559,CUST22263272,1,2435,0.3,730.5
EXTERNAL591559,CUST31937466,1,1310,0.3,393
EXTERNAL591559,CUST39031920,1,2865,0.3,859.5
EXTERNAL591869,CUST13695649,1,140,0.6,84
EXTERNAL592132,CUST35875963,1,1628,0.3,488.4
EXTERNAL593261,CUST93823788,1,16821,0.3,5046.3
EXTERNAL593793,CUST16194005,1,1311,0.3,393.3
EXTERNAL593793,CUST53082113,1,1440,0.3,432
EXTERNAL593919,CUST90585792,1,54.5,0.3,16.35
EXTERNAL594010,CUST12586309,1,250.5,0.3,75.15
EXTERNAL594010,CUST19410357,1,3751,0.3,1125.3
EXTERNAL594010,CUST75161099,1,5562,0.3,1668.6
EXTERNAL594153,CUST93157710,1,30,0.6,18
EXTERNAL594322,CUST18826840,1,1952,0.3,585.6
EXTERNAL594809,CUST43421234,1,6577,0.3,1973.1
EXTERNAL594983,CUST37497310,1,6834,0.6,4100.4
EXTERNAL595114,CUST47110564,1,340,0.3,102
EXTERNAL595414,CUST87004445,1,112,0.3,33.6
EXTERNAL595467,CUST77920458,1,310,0.3,93
EXTERNAL596720,CUST12586309,1,638,0.3,191.4
EXTERNAL596854,CUST53103922,1,280,0.3,84
EXTERNAL597544,CUST89938830,1,2075,0.6,1245
EXTERNAL599409,CUST42806651,1,166.5,0.3,49.95
EXTERNAL599493,CUST68297791,1,662,0.3,198.6
EXTERNAL599543,CUST92988912,1,35,0.3,10.5
EXTERNAL600002,CUST29725513,1,573,0.6,343.8
EXTERNAL600254,CUST99281574,1,5017,0.3,1505.1
EXTERNAL600611,CUST41966919,1,886.5,0.3,265.95
EXTERNAL601277,CUST25216525,1,15988,0.3,4796.4
EXTERNAL601417,CUST18080503,1,269,0.6,161.4
EXTERNAL602220,CUST13454657,1,96.5,0.6,57.9
EXTERNAL602222,CUST30904591,1,495,0.3,148.5
EXTERNAL604631,CUST50810697,1,68,0.3,20.4
EXTERNAL604646,CUST87635633,1,2024,0.3,607.2
EXTERNAL605027,CUST28813703,1,1700,0.3,510
EXTERNAL606192,CUST40709755,1,1755,0.3,526.5
EXTERNAL606248,CUST18385502,1,20,0.3,6
EXTERNAL607191,CUST80669678,1,5876,0.6,3525.6
EXTERNAL607963,CUST99281574,1,2750,0.3,825
EXTERNAL608825,CUST36183285,1,220,0.3,66
EXTERNAL609128,CUST14421422,1,2650,0.3,795
EXTERNAL609278,CUST14421422,1,254,0.3,76.2
EXTERNAL609339,CUST39648535,1,230,0.3,69
EXTERNAL609979,CUST69473096,1,53,0.3,15.9
EXTERNAL611016,CUST24564765,1,1040,0.3,312
EXTERNAL611016,CUST26958534,1,40085,0.3,12025.5
EXTERNAL611016,CUST70236467,1,40068,0.3,12020.4
EXTERNAL611016,CUST85769551,1,2587,0.6,1552.2
EXTERNAL611751,CUST32283109,1,842,0.3,252.6
EXTERNAL613274,CUST26141961,1,516,0.3,154.8
EXTERNAL613411,CUST28453984,1,1700.5,0.3,510.15
EXTERNAL613561,CUST50071501,1,33,0.3,9.9
EXTERNAL613620,CUST54353517,1,20,0.6,12
EXTERNAL613927,CUST38098328,1,1338,0.6,802.8
EXTERNAL614002,CUST33707167,1,99.5,0.3,29.85
EXTERNAL614487,CUST18010577,1,796.5,0.6,477.9
EXTERNAL615078,CUST30749905,1,181.5,0.3,54.45
EXTERNAL615539,CUST54353517,1,703.5,0.6,422.1
EXTERNAL615674,CUST13022889,1,4950,0.3,1485
EXTERNAL615789,CUST89582940,1,10,0.6,6
EXTERNAL615881,CUST54490370,1,1181.5,0.3,354.45
EXTERNAL616001,CUST84195234,1,37050,0.6,22230
EXTERNAL617245,CUST38998449,1,427,0.3,128.1
EXTERNAL617477,CUST60452458,1,194,0.3,58.2
EXTERNAL618512,CUST51794708,1,292,0.3,87.6
EXTERNAL619265,CUST62878936,1,260,0.3,78
EXTERNAL619348,CUST35875963,1,292.5,0.3,87.75
EXTERNAL619692,CUST48478896,1,17646.5,0.6,10587.9
EXTERNAL619891,CUST62850658,1,1551.5,0.3,465.45
EXTERNAL619891,CUST69400064,1,8475,0.3,2542.5
EXTERNAL619891,CUST95907379,1,1376,0.3,412.8
EXTERNAL620178,CUST15503361,1,2444,0.3,733.2
EXTERNAL620178,CUST96968099,1,1991,0.3,597.3
EXTERNAL620595,CUST29599066,1,94,0.3,28.2
EXTERNAL620724,CUST94696465,1,172,0.6,103.2
EXTERNAL621126,CUST30749905,1,120,0.3,36
EXTERNAL621335,CUST87727321,1,5210,0.3,1563
EXTERNAL621927,CUST32419908,1,2219.5,0.6,1331.7
EXTERNAL622039,CUST81232964,1,47,0.6,28.2
EXTERNAL622408,CUST62850658,1,1819,0.3,545.7
EXTERNAL622543,CUST38098328,1,225,0.6,135
EXTERNAL622718,CUST47035199,1,1257.5,0.3,377.25
EXTERNAL623894,CUST76399763,1,596,0.3,178.8
EXTERNAL624150,CUST67740477,1,2506,0.6,1503.6
EXTERNAL624150,CUST80123173,1,2456,0.6,1473.6
EXTERNAL624650,CUST33059790,1,6663,1,6663
EXTERNAL624743,CUST48662114,1,10,0.6,6
EXTERNAL624853,CUST60355445,1,1136,0.3,340.8
EXTERNAL624853,CUST97452978,1,504,0.3,151.2
EXTERNAL625340,CUST26958534,1,866,0.3,259.8
EXTERNAL625840,CUST38966266,1,991,0.3,297.3
EXTERNAL626633,CUST77258732,1,982,0.3,294.6
EXTERNAL628069,CUST83970800,1,218,0.3,65.4
EXTERNAL628606,CUST89312065,1,23.5,0.3,7.05
EXTERNAL629657,CUST47761322,1,445,0.3,133.5
EXTERNAL629949,CUST50071501,1,101,0.3,30.3
EXTERNAL630217,CUST89938830,1,876.5,0.6,525.9
EXTERNAL630595,CUST43421234,1,3262,0.3,978.6
EXTERNAL631155,CUST98184225,1,2447.5,0.3,734.25
EXTERNAL631863,CUST12910352,1,8505,0.3,2551.5
EXTERNAL631863,CUST94619613,1,8585,0.3,2575.5
EXTERNAL632783,CUST48227096,1,124,0.3,37.2
EXTERNAL633225,CUST28295610,1,374,0.3,112.2
EXTERNAL633768,CUST15508461,1,2487.5,0.3,746.25
EXTERNAL633768,CUST30824888,1,5726,0.3,1717.8
EXTERNAL633768,CUST31937466,1,1660,0.3,498
EXTERNAL633848,CUST67775829,1,99,0.3,29.7
EXTERNAL633967,CUST38098328,1,1492,0.6,895.2
EXTERNAL633967,CUST55464304,1,1374,0.6,824.4
EXTERNAL634410,CUST70236467,1,264,0.3,79.2
EXTERNAL634585,CUST63505111,1,5,0.3,1.5
EXTERNAL634670,CUST17997346,1,37,0.3,11.1
EXTERNAL635759,CUST54606598,1,654.5,0.6,392.7
EXTERNAL636908,CUST38998449,1,25,0.3,7.5
EXTERNAL637163,CUST24255560,1,2445,0.3,733.5
EXTERNAL637163,CUST76493457,1,1996.5,0.3,598.95
EXTERNAL637210,CUST86587232,1,430.5,0.3,129.15
EXTERNAL637769,CUST26958534,1,854,0.3,256.2
EXTERNAL638645,CUST99775407,1,8014,0.3,2404.2
EXTERNAL640162,CUST13944316,1,245.5,0.6,147.3
EXTERNAL640634,CUST10692732,1,55.5,0.3,16.65
EXTERNAL640862,CUST18385502,1,8620.5,0.3,2586.15
EXTERNAL640862,CUST35589230,1,13510,0.3,4053
EXTERNAL640862,CUST52749929,1,886,0.3,265.8
EXTERNAL642214,CUST47110564,1,50,0.3,15
EXTERNAL642293,CUST30914972,1,180,0.3,54
EXTERNAL642869,CUST57312630,1,24,0.3,7.2
EXTERNAL643413,CUST25210192,1,1094.5,0.6,656.7
EXTERNAL643413,CUST38043470,1,845,0.6,507
EXTERNAL643413,CUST44909054,1,1556,0.6,933.6
EXTERNAL643413,CUST54458295,1,1162,0.6,697.2
EXTERNAL643413,CUST60941829,1,50,0.6,30
EXTERNAL644037,CUST21142837,1,23,0.3,6.9
EXTERNAL645622,CUST76469825,1,747,0.6,448.2
EXTERNAL646067,CUST30914972,1,1000,0.3,300
EXTERNAL646067,CUST91480334,1,1310,0.3,393
EXTERNAL646067,CUST98089903,1,1091,0.3,327.3
EXTERNAL646676,CUST26141961,1,210,0.3,63
EXTERNAL646676,CUST41672493,1,383,0.3,114.9
EXTERNAL646676,CUST66327417,1,332,0.3,99.6
EXTERNAL646721,CUST77650473,1,216,0.6,129.6
EXTERNAL647628,CUST51555596,1,131,0.3,39.3
EXTERNAL647922,CUST13567965,1,2885.5,0.3,865.65
EXTERNAL648343,CUST89938830,1,88,0.6,52.8
EXTERNAL648437,CUST17997346,1,218,0.3,65.4
EXTERNAL648468,CUST80429850,1,40,0.3,12
EXTERNAL649326,CUST22575999,1,42,0.3,12.6
EXTERNAL649326,CUST78803542,1,42,0.3,12.6
EXTERNAL650015,CUST25100749,1,5288,0.3,1586.4
EXTERNAL650015,CUST85769551,1,5328,0.6,3196.8
EXTERNAL650442,CUST43422083,1,854.5,0.3,256.35
EXTERNAL650841,CUST33183592,1,1490,0.6,894
EXTERNAL650841,CUST36672855,1,1096,0.6,657.6
EXTERNAL650841,CUST84981749,1,1660,0.6,996
EXTERNAL650913,CUST57853649,1,2065,0.3,619.5
EXTERNAL651858,CUST82364791,1,5180,0.3,1554
EXTERNAL651858,CUST87004445,1,826,0.3,247.8
EXTERNAL651858,CUST90144528,1,4337,0.3,1301.1
EXTERNAL652650,CUST13695649,1,121,0.6,72.6
EXTERNAL652650,CUST48445622,1,5900,0.6,3540
EXTERNAL653109,CUST55464304,1,622,0.6,373.2
EXTERNAL653818,CUST29023114,1,90,0.6,54
EXTERNAL654112,CUST43421234,1,2164.5,0.3,649.35
EXTERNAL654182,CUST29725513,1,1922.5,0.6,1153.5
EXTERNAL654321,CUST54458295,1,98,0.6,58.8
EXTERNAL655699,CUST56743898,1,1102,0.3,330.6
EXTERNAL656369,CUST13022889,1,23,0.3,6.9
EXTERNAL657248,CUST68105048,1,319,0.3,95.7
