Source,Target,counts,Amount,Risk Index,Weight
CUST54164127,EXTERNAL442222,1,1444,0.3,433.2
EXTERNAL821936,CUST89573975,1,1444,0.3,433.2
CUST98751418,CUST56743898,1,1443,0.3,432.9
EXTERNAL795226,CUST85449656,1,1442,0.3,432.6
CUST91350071,CUST55614695,1,1440,0.3,432
EXTERNAL593793,CUST53082113,1,1440,0.3,432
CUST46034487,CUST34478095,1,1437.5,0.3,431.25
EXTERNAL150167,CUST69837875,1,1432,0.3,429.6
CUST54796750,CUST33461102,1,1429,0.3,428.7
CUST90947322,CUST77650473,1,1427.5,0.6,856.5
EXTERNAL501155,CUST70005385,1,1427,0.3,428.1
CUST51289421,CUST84769011,1,1426.5,0.3,427.95
EXTERNAL883999,CUST84769011,1,1426,0.3,427.8
CUST83672431,CUST22358116,1,1424,0.3,427.2
EXTERNAL785181,CUST76210554,1,1423,0.3,426.9
CUST71049603,EXTERNAL604876,1,1421,0.3,426.3
CUST41072754,CUST45503159,1,1420,0.3,426
EXTERNAL891240,CUST89273283,1,1418.5,0.3,425.55
CUST18493791,EXTERNAL250753,1,1415.5,0.3,424.65
CUST81417024,CUST35358831,1,1415.5,0.3,424.65
CUST62878936,CUST73937732,1,1413,0.3,423.9
EXTERNAL699846,CUST14803339,1,1412,0.3,423.6
CUST72247395,CUST34516270,1,1410,0.3,423
EXTERNAL351273,CUST17893007,1,1410,0.3,423
EXTERNAL988892,CUST69837875,1,1410,0.3,423
CUST90442626,CUST60309652,1,1409,0.3,422.7
CUST22755061,CUST67094114,1,1407,0.3,422.1
CUST51289421,CUST59650901,1,1407,0.3,422.1
CUST69926485,CUST69797278,1,1405,0.3,421.5
EXTERNAL447954,CUST89273283,1,1404,0.3,421.2
CUST45560785,EXTERNAL549644,1,1401,0.3,420.3
CUST31652369,CUST58116627,1,1400.5,0.3,420.15
CUST30006013,CUST81139349,1,1400,0.3,420
EXTERNAL316961,CUST13022889,1,1400,0.3,420
EXTERNAL532451,CUST67674464,1,1400,0.3,420
EXTERNAL692107,CUST47112719,1,1400,0.3,420
EXTERNAL989191,CUST12344389,1,1400,0.3,420
CUST85769551,CUST63505111,1,1395,0.6,837
EXTERNAL345251,CUST23501713,1,1395,0.3,418.5
CUST31692150,EXTERNAL718485,1,1394,0.3,418.2
CUST94929836,EXTERNAL661505,1,1394,0.3,418.2
EXTERNAL790411,CUST69081517,1,1392,0.3,417.6
CUST23846978,CUST87004445,1,1390,0.3,417
CUST12611396,EXTERNAL646318,1,1387,0.3,416.1
CUST32210239,CUST90921813,1,1387,0.3,416.1
EXTERNAL748173,CUST90346975,1,1386,0.3,415.8
EXTERNAL872372,CUST82921884,1,1386,0.3,415.8
CUST98825753,CUST98262263,1,1385,0.3,415.5
EXTERNAL670413,CUST44777016,1,1384,0.3,415.2
CUST93645517,CUST59580874,1,1382.5,0.3,414.75
EXTERNAL588950,CUST35358831,1,1381.5,0.3,414.45
CUST55624027,EXTERNAL176215,1,1380,0.3,414
CUST50063935,CUST76102635,1,1379,0.3,413.7
EXTERNAL111407,CUST91199927,1,1377,0.3,413.1
CUST55624027,CUST63505111,1,1376.5,0.3,412.95
CUST39070172,CUST18432152,1,1376,0.3,412.8
EXTERNAL619891,CUST95907379,1,1376,0.3,412.8
EXTERNAL968651,CUST80923417,1,1374.5,0.3,412.35
CUST62829842,EXTERNAL726894,1,1374,0.3,412.2
EXTERNAL194154,CUST64704109,1,1374,0.3,412.2
CUST42734389,CUST92189561,1,1373.5,0.3,412.05
CUST62031176,EXTERNAL250753,1,1370,0.3,411
CUST64364313,CUST45085371,1,1370,0.3,411
EXTERNAL115428,CUST13311146,1,1370,0.3,411
CUST74687432,EXTERNAL734994,1,1368.5,0.3,410.55
CUST78897393,EXTERNAL439731,1,1368.5,0.3,410.55
EXTERNAL152847,CUST84769011,1,1368,0.3,410.4
CUST39529653,CUST45942328,1,1366,0.3,409.8
EXTERNAL752705,CUST88355131,1,1363,0.3,408.9
CUST26886462,EXTERNAL178145,1,1362,0.3,408.6
CUST53285652,CUST69837875,1,1360,0.3,408
CUST56970594,CUST99931838,1,1360,0.3,408
EXTERNAL425135,CUST53103922,1,1356.5,0.3,406.95
CUST37650141,CUST91933282,1,1354,0.3,406.2
EXTERNAL388826,CUST97987181,1,1353.5,0.3,406.05
EXTERNAL968651,CUST74958813,1,1353,0.3,405.9
CUST20756023,EXTERNAL174583,1,1352,0.3,405.6
EXTERNAL145562,CUST77188529,1,1350,0.3,405
EXTERNAL465987,CUST67094114,1,1350,0.3,405
CUST60307402,CUST47469087,1,1348,0.3,404.4
EXTERNAL500937,CUST73457399,1,1348,0.3,404.4
CUST57390831,EXTERNAL673813,1,1347,0.3,404.1
EXTERNAL455917,CUST40657892,1,1345,0.3,403.5
CUST47342120,CUST30914972,1,1342.5,0.3,402.75
EXTERNAL531873,CUST24889770,1,1340,0.3,402
CUST24310681,CUST19063742,1,1338,0.3,401.4
CUST60307402,CUST68808487,1,1337,0.3,401.1
EXTERNAL465987,CUST69307740,1,1336,0.3,400.8
EXTERNAL138921,CUST68149146,1,1335,0.3,400.5
CUST28719653,CUST63505111,1,1330,0.3,399
EXTERNAL699846,CUST71686100,1,1330,0.3,399
EXTERNAL343110,CUST69837875,1,1328.5,0.3,398.55
EXTERNAL941183,CUST33118710,1,1328,0.3,398.4
CUST26325675,CUST32715443,1,1326,0.3,397.8
CUST67487117,CUST18826840,1,1326,0.3,397.8
EXTERNAL388594,CUST44067123,1,1325,0.3,397.5
CUST41486893,EXTERNAL868445,1,1320,0.3,396
CUST94929836,CUST55226159,1,1320,0.3,396
CUST56676120,CUST29156003,1,1317,0.3,395.1
EXTERNAL762980,CUST81654004,1,1317,0.3,395.1
EXTERNAL318868,CUST54490370,1,1315.5,0.3,394.65
CUST20368311,EXTERNAL663837,1,1315,0.3,394.5
EXTERNAL593793,CUST16194005,1,1311,0.3,393.3
EXTERNAL478350,CUST47761322,1,1310.5,0.3,393.15
CUST32614423,CUST89041790,1,1310,0.3,393
CUST58343335,CUST69473096,1,1310,0.3,393
EXTERNAL591559,CUST31937466,1,1310,0.3,393
EXTERNAL646067,CUST91480334,1,1310,0.3,393
CUST18223545,CUST89137381,1,1306.5,0.3,391.95
CUST14803339,CUST90585792,1,1305,0.3,391.5
CUST71107394,CUST35475939,1,1305,0.3,391.5
EXTERNAL787079,CUST69473096,1,1304.5,0.3,391.35
EXTERNAL779805,CUST28125890,1,1303.5,0.3,391.05
EXTERNAL426953,CUST19764961,1,1303,0.3,390.9
EXTERNAL781991,CUST68297791,1,1302,0.3,390.6
EXTERNAL886864,CUST35936236,1,1300,0.3,390
EXTERNAL109375,CUST39648535,1,1298,0.3,389.4
EXTERNAL102170,CUST48804147,1,1297,0.3,389.1
EXTERNAL836890,CUST24889770,1,1296,0.3,388.8
CUST72247395,CUST91845818,1,1295.5,0.3,388.65
EXTERNAL872918,CUST50237501,1,1295,0.3,388.5
CUST70275199,CUST36183285,1,1290,0.3,387
CUST90947322,EXTERNAL471527,1,1290,0.3,387
CUST48479576,EXTERNAL178145,1,1289.5,0.3,386.85
CUST21204003,EXTERNAL230491,1,1289,0.3,386.7
EXTERNAL577117,CUST69837875,1,1286.5,0.3,385.95
CUST91024272,EXTERNAL599011,1,1286,0.3,385.8
CUST58032909,CUST54490370,1,1285.5,0.3,385.65
CUST19615991,CUST78803542,1,1284.5,0.3,385.35
CUST65338870,EXTERNAL800073,1,1280,0.3,384
EXTERNAL179863,CUST68297791,1,1280,0.3,384
CUST35618354,EXTERNAL800073,1,1275,0.3,382.5
EXTERNAL212417,CUST90585792,1,1273,0.3,381.9
EXTERNAL231335,CUST45575096,1,1273,0.3,381.9
CUST20778425,CUST53103922,1,1271,0.3,381.3
CUST19222074,CUST51794708,1,1270,0.3,381
CUST93542575,CUST77258732,1,1270,0.3,381
CUST50263807,CUST87004445,1,1268,0.3,380.4
CUST70152499,EXTERNAL846771,1,1267,0.3,380.1
EXTERNAL374419,CUST24889770,1,1267,0.3,380.1
EXTERNAL204137,CUST25216525,1,1266.5,0.3,379.95
EXTERNAL307896,CUST36618868,1,1266,0.3,379.8
CUST38456159,CUST32105662,1,1265,0.3,379.5
CUST63505111,CUST35358831,1,1264,0.3,379.2
EXTERNAL657442,CUST21436537,1,1264,0.3,379.2
EXTERNAL674997,CUST24255560,1,1264,0.3,379.2
EXTERNAL513386,CUST99281574,1,1263,0.3,378.9
CUST50063935,EXTERNAL804122,1,1262,0.3,378.6
CUST62985716,EXTERNAL548749,1,1260,0.3,378
CUST98751418,CUST79138251,1,1260,0.3,378
EXTERNAL894495,CUST96985354,1,1260,0.3,378
EXTERNAL622718,CUST47035199,1,1257.5,0.3,377.25
EXTERNAL591529,CUST29510428,1,1255,0.3,376.5
CUST56131347,CUST49807112,1,1254,0.3,376.2
EXTERNAL724199,CUST67882150,1,1254,0.3,376.2
EXTERNAL351715,CUST70977942,1,1253,1,1253
CUST74121231,CUST73937732,1,1252,0.3,375.6
CUST60356596,EXTERNAL128999,1,1251,0.3,375.3
CUST18537768,CUST67094114,1,1250,0.3,375
EXTERNAL422208,CUST48804147,1,1250,0.3,375
CUST65130084,CUST86587232,1,1248,0.3,374.4
EXTERNAL687978,CUST15503361,1,1246,0.3,373.8
CUST26325675,EXTERNAL846771,1,1243,0.3,372.9
CUST40330345,CUST89273283,1,1243,0.3,372.9
EXTERNAL318429,CUST86587232,1,1243,0.3,372.9
EXTERNAL139781,CUST78803542,1,1242.5,0.3,372.75
CUST10836389,CUST89255843,1,1240,0.3,372
CUST50237501,CUST13836944,1,1240,0.3,372
EXTERNAL968651,CUST51901341,1,1240,0.3,372
EXTERNAL670413,CUST96205645,1,1239,0.3,371.7
EXTERNAL747705,CUST10409922,1,1237,0.3,371.1
CUST60356596,CUST62850658,1,1235.5,0.3,370.65
CUST81538491,CUST89733037,1,1232.5,0.3,369.75
EXTERNAL478039,CUST24255560,1,1232.5,0.3,369.75
EXTERNAL888087,CUST90346975,1,1231,0.3,369.3
CUST94929836,CUST54180173,1,1230,0.3,369
EXTERNAL179863,CUST54570501,1,1228,0.3,368.4
CUST68604698,CUST29599066,1,1226,0.3,367.8
EXTERNAL179863,CUST28984415,1,1226,0.3,367.8
EXTERNAL201264,CUST36025754,1,1224,0.3,367.2
CUST28125890,EXTERNAL466863,1,1222,0.3,366.6
EXTERNAL844516,CUST54490370,1,1222,0.3,366.6
EXTERNAL883564,CUST93669479,1,1222,0.3,366.6
CUST35875963,CUST73707963,1,1221,0.6,732.6
CUST98903556,CUST47437733,1,1220,0.3,366
EXTERNAL854907,CUST28453984,1,1220,0.3,366
CUST34106731,CUST69473096,1,1219.5,0.3,365.85
CUST86582333,CUST81079233,1,1219,0.3,365.7
EXTERNAL150687,CUST43659183,1,1217.5,0.3,365.25
CUST71049603,CUST35850267,1,1217,0.3,365.1
CUST56544886,EXTERNAL634920,1,1214.5,0.3,364.35
EXTERNAL219927,CUST83124299,1,1212.5,0.3,363.75
CUST47035199,CUST19791581,1,1211,0.3,363.3
CUST15791808,CUST57916611,1,1210.5,0.3,363.15
CUST44120532,EXTERNAL178145,1,1210.5,0.3,363.15
CUST14421422,EXTERNAL172653,1,1210,0.3,363
CUST25543087,CUST23501713,1,1210,0.3,363
EXTERNAL960952,CUST47761322,1,1210,0.3,363
CUST39070172,CUST88718854,1,1208,0.3,362.4
CUST79777492,CUST24474339,1,1208,0.3,362.4
EXTERNAL197476,CUST63505111,1,1208,0.3,362.4
EXTERNAL802301,CUST53185470,1,1206.5,0.3,361.95
CUST47048868,CUST50237501,1,1205,0.3,361.5
CUST63137173,CUST90585792,1,1205,0.3,361.5
EXTERNAL943986,CUST87004445,1,1205,0.3,361.5
EXTERNAL257419,CUST33118710,1,1204,0.3,361.2
EXTERNAL393210,CUST24889770,1,1204,0.3,361.2
EXTERNAL112014,CUST62850658,1,1200,0.3,360
EXTERNAL117762,CUST18541723,1,1200,0.3,360
EXTERNAL311013,CUST94929836,1,1200,0.3,360
EXTERNAL840287,CUST72193210,1,1200,0.3,360
CUST64762496,CUST69837875,1,1197,0.3,359.1
CUST39880778,CUST77258732,1,1195,0.3,358.5
CUST71107394,CUST24539383,1,1195,0.3,358.5
CUST81189042,CUST72055524,1,1195,0.3,358.5
CUST12611396,CUST18586344,1,1191,0.3,357.3
CUST91024272,CUST80637251,1,1191,0.3,357.3
CUST44096623,EXTERNAL246667,1,1190,0.3,357
EXTERNAL231335,CUST67188791,1,1190,0.3,357
EXTERNAL447656,CUST39813987,1,1190,0.3,357
CUST60108968,EXTERNAL780867,1,1188,0.3,356.4
CUST87088153,CUST52984491,1,1187.5,0.3,356.25
CUST29156003,CUST19357994,2,1187.3,0.3,356.19
EXTERNAL574086,CUST77188529,1,1185.5,0.3,355.65
CUST36508320,CUST64046569,1,1184,0.3,355.2
EXTERNAL322457,CUST24434573,1,1184,0.3,355.2
EXTERNAL698122,CUST14341608,1,1182,0.3,354.6
CUST89137381,EXTERNAL487415,1,1181.5,0.3,354.45
EXTERNAL615881,CUST54490370,1,1181.5,0.3,354.45
EXTERNAL348414,CUST55005800,1,1181,0.3,354.3
CUST61447396,CUST79801194,1,1180,0.3,354
CUST22385151,CUST72193210,1,1176,0.3,352.8
EXTERNAL968651,CUST31385597,1,1176,0.3,352.8
CUST87536772,CUST99163899,1,1175,0.3,352.5
CUST85769551,CUST80429850,1,1174,0.6,704.4
CUST16666102,EXTERNAL462083,1,1171.5,0.3,351.45
CUST41072754,CUST43062000,1,1170,0.3,351
CUST95028762,CUST17055854,1,1170,0.3,351
EXTERNAL179863,CUST48804147,1,1170,0.3,351
EXTERNAL907939,CUST19045186,1,1167,0.3,350.1
CUST80628259,CUST87779877,1,1166.5,0.3,349.95
CUST98731195,EXTERNAL646579,1,1164,0.3,349.2
EXTERNAL363447,CUST70931514,1,1164,0.3,349.2
EXTERNAL363932,CUST41966919,1,1163.5,0.3,349.05
CUST43882447,CUST41966919,1,1163,0.3,348.9
EXTERNAL500937,CUST55614695,1,1162,0.3,348.6
CUST66468981,EXTERNAL897509,1,1161,0.3,348.3
EXTERNAL535585,CUST33059790,1,1160,1,1160
EXTERNAL853886,CUST67094114,1,1160,0.3,348
CUST10661960,CUST78803542,1,1158.5,0.3,347.55
CUST68908113,CUST80429850,1,1158,0.3,347.4
CUST47048868,EXTERNAL637523,1,1156,0.3,346.8
CUST30856735,CUST47433367,1,1155.5,0.3,346.65
EXTERNAL842187,CUST83124299,1,1153,0.3,345.9
CUST46280981,CUST92872028,1,1150,0.3,345
CUST71939745,EXTERNAL376670,1,1150,0.3,345
CUST74121231,EXTERNAL132694,1,1150,0.3,345
CUST85769551,EXTERNAL134599,2,1150,0.6,690
CUST89894016,CUST95392160,1,1150,0.3,345
CUST39634777,CUST68147585,1,1146,0.3,343.8
CUST99176349,EXTERNAL201857,1,1144,0.3,343.2
EXTERNAL800073,CUST18194858,1,1142,0.3,342.6
CUST70275199,CUST41966919,1,1141.5,0.3,342.45
EXTERNAL865152,CUST69837875,1,1140.5,0.3,342.15
CUST50985477,CUST77258732,1,1140,0.3,342
CUST62985716,CUST18385502,1,1139,0.3,341.7
EXTERNAL150806,CUST54067389,1,1138.5,0.3,341.55
CUST19791581,CUST89312065,1,1137.5,0.3,341.25
EXTERNAL171367,CUST57948205,1,1137,0.3,341.1
EXTERNAL624853,CUST60355445,1,1136,0.3,340.8
CUST54072312,EXTERNAL462083,1,1135,0.3,340.5
EXTERNAL895263,CUST80923417,1,1134,0.3,340.2
EXTERNAL689816,CUST34756871,1,1132.5,0.3,339.75
CUST33448786,CUST23501713,1,1132,0.3,339.6
EXTERNAL322457,CUST24889770,1,1130,0.3,339
EXTERNAL590199,CUST90227869,1,1130,0.3,339
EXTERNAL977339,CUST67674464,1,1130,0.3,339
CUST42734389,EXTERNAL820702,1,1129,0.3,338.7
CUST49868626,EXTERNAL144275,1,1127,0.3,338.1
CUST38372521,CUST23501713,1,1126,0.3,337.8
CUST52084911,CUST65133847,1,1125,0.3,337.5
CUST91024272,CUST14202902,1,1125,0.3,337.5
CUST71939745,CUST92988912,1,1122.5,0.3,336.75
EXTERNAL283320,CUST74327086,1,1122,0.3,336.6
EXTERNAL719602,CUST41899408,1,1121.5,0.3,336.45
CUST35618354,EXTERNAL136560,1,1120,0.3,336
EXTERNAL106457,CUST78803542,1,1120,0.3,336
EXTERNAL699846,CUST57299711,1,1120,0.3,336
EXTERNAL960330,CUST25216525,1,1120,0.3,336
CUST68321842,CUST20643973,1,1119.5,0.3,335.85
EXTERNAL754609,CUST43659183,1,1119.5,0.3,335.85
EXTERNAL801485,CUST39216311,1,1119,0.3,335.7
EXTERNAL590333,CUST41966919,1,1117,0.3,335.1
CUST88746945,CUST24434573,1,1116,0.3,334.8
CUST46735985,EXTERNAL515619,1,1115,0.3,334.5
EXTERNAL583689,CUST49390902,1,1114,0.3,334.2
CUST80628259,EXTERNAL808154,1,1110,0.3,333
EXTERNAL968972,CUST55189751,1,1110,0.3,333
CUST35618354,CUST12431824,1,1103,0.3,330.9
CUST87202977,CUST24564765,1,1103,0.3,330.9
EXTERNAL117762,CUST10198185,1,1102,0.3,330.6
EXTERNAL655699,CUST56743898,1,1102,0.3,330.6
CUST14997751,CUST18385502,1,1101,0.3,330.3
CUST62220978,CUST63131935,1,1101,0.3,330.3
CUST10521548,EXTERNAL800073,1,1100,0.3,330
CUST48739806,CUST73800248,1,1100,0.3,330
CUST62985716,CUST79914645,1,1100,0.3,330
CUST99176349,CUST88580410,1,1100,0.3,330
EXTERNAL387643,CUST18385502,1,1100,0.3,330
EXTERNAL439731,CUST75213349,1,1100,0.3,330
CUST83819139,CUST37136321,1,1099,0.3,329.7
CUST19933655,CUST89312065,1,1095,0.3,328.5
CUST71179858,CUST80128121,1,1094,0.3,328.2
EXTERNAL646067,CUST98089903,1,1091,0.3,327.3
CUST74287564,CUST88355131,1,1090,0.3,327
EXTERNAL158337,CUST57853649,1,1090,0.3,327
CUST74073842,CUST22605500,1,1088,0.3,326.4
EXTERNAL158927,CUST85893508,1,1087.5,0.3,326.25
EXTERNAL360385,CUST28813703,1,1087,0.3,326.1
EXTERNAL140181,CUST38966266,1,1086,0.3,325.8
CUST26572850,EXTERNAL184646,1,1085,0.3,325.5
CUST53699007,CUST63505111,1,1080,0.3,324
CUST71021041,CUST99442802,1,1080,0.3,324
CUST85769551,CUST47469087,1,1080,0.6,648
EXTERNAL561422,CUST79138251,1,1078.5,0.3,323.55
CUST22386319,EXTERNAL462083,1,1078,0.3,323.4
EXTERNAL158960,CUST35358831,1,1078,0.3,323.4
EXTERNAL703798,CUST35850267,1,1077,0.3,323.1
CUST50063935,CUST95598416,1,1076.5,0.3,322.95
CUST11187823,CUST48227096,1,1076,0.3,322.8
CUST55524461,CUST57964113,1,1076,0.3,322.8
CUST24664513,EXTERNAL985690,1,1074.5,0.3,322.35
CUST91414059,EXTERNAL603161,1,1074,0.3,322.2
CUST95802613,EXTERNAL115468,1,1074,0.3,322.2
CUST32348352,CUST38966266,1,1072,0.3,321.6
CUST56538301,CUST26958534,1,1070,0.3,321
EXTERNAL352953,CUST83256896,1,1070,0.3,321
EXTERNAL555055,CUST24889770,1,1070,0.3,321
CUST55502501,CUST13022889,1,1069,0.3,320.7
EXTERNAL494735,CUST12344389,1,1068.5,0.3,320.55
CUST12175325,EXTERNAL655604,1,1065.5,0.3,319.65
CUST10198185,EXTERNAL399593,1,1064,0.3,319.2
EXTERNAL720737,CUST94577407,1,1063.5,0.3,319.05
EXTERNAL424859,CUST79138251,1,1063,0.3,318.9
EXTERNAL724199,CUST57425574,1,1056,0.3,316.8
CUST63978138,CUST87004445,1,1055,0.3,316.5
CUST86249244,EXTERNAL623068,1,1054,0.3,316.2
EXTERNAL483988,CUST28984415,1,1054,0.3,316.2
CUST91714759,EXTERNAL112651,1,1053.5,0.3,316.05
EXTERNAL429686,CUST88436666,1,1053,0.3,315.9
EXTERNAL717479,CUST22695181,1,1052.5,0.3,315.75
EXTERNAL267421,CUST71308870,1,1052,0.3,315.6
CUST73670231,EXTERNAL463628,1,1051,0.3,315.3
CUST26691540,CUST71482189,1,1050,0.3,315
CUST64364313,CUST56883807,1,1050,0.3,315
CUST66222351,CUST50328564,1,1050,0.3,315
EXTERNAL532451,CUST85769551,1,1050,0.6,630
EXTERNAL687978,CUST34756871,1,1050,0.3,315
CUST62220978,CUST78554577,1,1049,0.3,314.7
EXTERNAL532451,CUST10409922,1,1048.5,0.3,314.55
CUST30856735,CUST81654004,1,1048,0.3,314.4
CUST94581042,CUST87004445,1,1048,0.3,314.4
CUST53860337,CUST65275585,1,1046,0.3,313.8
EXTERNAL901321,CUST45674350,1,1046,1,1046
CUST11448476,CUST43422083,1,1045,0.3,313.5
CUST75738630,CUST15503361,1,1045,0.3,313.5
CUST94546696,EXTERNAL487415,1,1045,0.3,313.5
CUST90944243,CUST89733037,1,1044.5,0.3,313.35
CUST35495247,CUST28715805,1,1043,0.3,312.9
EXTERNAL252574,CUST13567965,1,1043,0.3,312.9
EXTERNAL821563,CUST61642644,1,1043,0.3,312.9
EXTERNAL991615,CUST98072377,1,1042,0.3,312.6
CUST78818887,EXTERNAL801218,1,1040,0.3,312
CUST80628259,EXTERNAL475928,1,1040,0.3,312
EXTERNAL611016,CUST24564765,1,1040,0.3,312
CUST63505111,EXTERNAL646318,1,1039,0.3,311.7
EXTERNAL194154,CUST18405111,1,1038,0.3,311.4
CUST12417535,CUST90346975,1,1037.5,0.3,311.25
CUST15877342,CUST29599066,1,1036.5,0.3,310.95
EXTERNAL734841,CUST36178082,1,1036.5,0.3,310.95
CUST23380490,EXTERNAL663746,1,1036,0.3,310.8
EXTERNAL916453,CUST87635633,1,1036,0.3,310.8
CUST24401026,CUST88355131,1,1035,0.3,310.5
CUST47048868,CUST19045186,1,1035,0.3,310.5
CUST47541541,CUST19045186,1,1035,0.3,310.5
EXTERNAL198315,CUST85769551,1,1035,0.6,621
EXTERNAL357870,CUST50338284,1,1033,0.3,309.9
EXTERNAL800073,CUST61709557,1,1031,0.3,309.3
CUST71939745,CUST99013661,1,1030,0.3,309
EXTERNAL442222,CUST83609579,1,1030,0.3,309
EXTERNAL202987,CUST50875210,1,1029.5,0.3,308.85
CUST87004445,EXTERNAL995241,1,1028,0.3,308.4
CUST62220978,CUST17558574,1,1027.5,0.3,308.25
CUST52341932,CUST41274277,1,1026,0.3,307.8
CUST95914991,CUST38966266,1,1026,0.3,307.8
CUST60307402,CUST70197988,1,1024.5,0.3,307.35
EXTERNAL532451,CUST50071501,1,1024,0.3,307.2
CUST36803709,EXTERNAL351987,1,1018,0.3,305.4
CUST62930495,CUST93823788,1,1016,0.3,304.8
CUST22409295,EXTERNAL380836,1,1015.5,0.3,304.65
CUST10371815,CUST41274277,1,1015,0.3,304.5
CUST47437733,CUST34314224,1,1015,0.3,304.5
EXTERNAL228489,CUST11546110,1,1014,0.3,304.2
EXTERNAL785181,CUST38173274,1,1014,0.3,304.2
EXTERNAL814615,CUST56743935,1,1014,0.3,304.2
EXTERNAL806783,CUST22954234,1,1008,0.3,302.4
EXTERNAL878020,CUST24889770,1,1005.5,0.3,301.65
EXTERNAL394094,CUST24269249,1,1005,0.3,301.5
CUST16073298,CUST35850267,1,1004,0.3,301.2
CUST45464365,CUST23501713,1,1002,0.3,300.6
CUST52677795,CUST90346975,1,1002,0.3,300.6
CUST62244628,CUST57964113,1,1002,0.3,300.6
EXTERNAL270439,CUST34027009,1,1001.5,0.3,300.45
EXTERNAL734841,CUST71954043,1,1001.5,0.3,300.45
EXTERNAL496159,CUST10096089,1,1001,0.3,300.3
CUST28799196,CUST41672493,1,1000,0.3,300
CUST62971058,CUST69473096,1,1000,0.3,300
CUST90944243,EXTERNAL110639,1,1000,0.3,300
CUST92313610,CUST24474339,1,1000,0.3,300
EXTERNAL106457,CUST72055524,1,1000,0.3,300
EXTERNAL646067,CUST30914972,1,1000,0.3,300
EXTERNAL530950,CUST35358831,1,999,0.3,299.7
EXTERNAL717479,CUST18385502,1,998,0.3,299.4
EXTERNAL583689,CUST22695181,1,997,0.3,299.1
EXTERNAL857677,CUST35850267,1,996,0.3,298.8
CUST53008005,CUST26141961,1,995,0.3,298.5
CUST34085938,EXTERNAL515619,1,994,0.3,298.2
EXTERNAL192065,CUST39216311,1,992.5,0.3,297.75
CUST14205842,CUST14421422,1,992,0.3,297.6
EXTERNAL790530,CUST60452458,1,992,0.3,297.6
CUST92532756,CUST89255843,1,991.5,0.3,297.45
EXTERNAL625840,CUST38966266,1,991,0.3,297.3
CUST16767293,CUST62850658,1,990,0.3,297
CUST15451603,CUST18385502,1,989,0.3,296.7
CUST54570501,CUST75420416,1,988.5,0.3,296.55
CUST36508320,CUST30140369,1,987,0.3,296.1
CUST10241684,CUST82211624,1,986,0.3,295.8
CUST97117843,CUST35072124,1,983.5,0.3,295.05
EXTERNAL626633,CUST77258732,1,982,0.3,294.6
CUST31652369,EXTERNAL394941,1,981,0.3,294.3
EXTERNAL460076,CUST84769011,1,980,0.3,294
EXTERNAL551694,CUST69081517,1,976,0.3,292.8
CUST71997878,EXTERNAL743527,1,972,0.3,291.6
CUST53254774,CUST26141961,1,970,0.3,291
CUST86587232,CUST87004445,1,970,0.3,291
EXTERNAL411657,CUST35850267,1,970,0.3,291
CUST18480796,CUST47437733,1,968,0.3,290.4
CUST50338284,CUST91199927,1,963.5,0.3,289.05
CUST34085938,CUST12344389,1,960,0.3,288
CUST31835783,CUST66327417,1,956.5,0.3,286.95
EXTERNAL822650,CUST24539383,1,955,0.3,286.5
EXTERNAL138851,CUST90227869,1,954,0.3,286.2
EXTERNAL131589,CUST95701952,1,950,0.3,285
EXTERNAL528569,CUST19045186,1,949.5,0.3,284.85
EXTERNAL786322,CUST92872028,1,948,0.3,284.4
CUST36087772,CUST69473096,1,947,0.3,284.1
CUST19045186,EXTERNAL806954,1,946,0.3,283.8
CUST63505111,CUST92872028,1,945,0.3,283.5
EXTERNAL551181,CUST85302937,1,945,0.3,283.5
CUST77650473,CUST48808682,2,944,0.6,566.4
CUST54009858,CUST24434573,1,943.5,0.3,283.05
CUST84926966,CUST24434573,1,941.5,0.3,282.45
CUST19045186,CUST32007618,1,940,0.3,282
CUST93823788,CUST35358831,1,940,0.3,282
CUST68455677,CUST19045186,1,939.5,0.3,281.85
CUST19045186,EXTERNAL147831,1,933,0.3,279.9
CUST24889770,CUST37136321,1,932,0.3,279.6
CUST17601750,CUST12121537,1,930,0.3,279
CUST45573522,EXTERNAL239377,1,930,0.3,279
CUST47437733,EXTERNAL345251,1,929.5,0.3,278.85
CUST20442883,CUST33183232,1,929,0.3,278.7
CUST70289267,CUST80923417,1,929,0.3,278.7
EXTERNAL530538,CUST78803542,1,926,0.3,277.8
EXTERNAL425453,CUST21436537,1,925,0.3,277.5
EXTERNAL189697,CUST45577461,1,924,0.3,277.2
CUST23211367,EXTERNAL660609,1,922,0.3,276.6
EXTERNAL554698,CUST26141961,1,922,0.3,276.6
CUST14205127,CUST76493457,1,920,0.3,276
EXTERNAL191937,CUST24434573,1,920,0.3,276
EXTERNAL986490,CUST26958534,1,920,0.3,276
EXTERNAL249445,CUST87727321,1,916.5,0.3,274.95
CUST24458617,CUST84769011,1,915,0.3,274.5
EXTERNAL976712,CUST77920458,1,915,0.3,274.5
CUST87508238,EXTERNAL897509,1,910,0.3,273
EXTERNAL126188,CUST55614695,1,910,0.3,273
CUST25311316,CUST30914972,1,908,0.3,272.4
EXTERNAL930655,CUST68147585,1,908,0.3,272.4
CUST66502857,CUST41966919,1,907,0.3,272.1
CUST19045186,CUST21436537,1,905,0.3,271.5
CUST20442883,CUST28411970,1,904,0.3,271.2
